Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361640;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;11/12/2012;12/12/2012 a 12/12/2012;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.127.633;-52.023.833;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361641;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-3.188.305;-51.772;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361642;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-3.188.385;-5.177.345;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361643;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-318.915;-51.786.767;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361644;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.893.333;-51.789.783;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361645;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.967.433;-518.964;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361646;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.101.917;-520.387;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361647;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-3.212.685;-52.062.367;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361648;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.132.133;-52.067.183;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361649;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.132.817;-52.067.867;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361650;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-321.358;-5.207.065;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361651;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.138.783;-52.073.533;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361652;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;09/01/2013;10/01/2013 a 10/01/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.921.317;-5.183.445;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361653;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.085.267;-52.022.283;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361654;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-3.189.415;-51.791.533;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361655;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.079.133;-52.016.817;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361656;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.142.933;-52.077.467;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361657;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.142.933;-52.077.467;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361658;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.854.333;-51.718.567;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361659;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.135.317;-520.707;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361660;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-3.212.465;-52.060.317;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361661;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.109.233;-52.045.067;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361662;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.010.817;-51.947.367;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361663;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-3.207.585;-52.013.817;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361664;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.070.633;-52.008.633;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361665;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-3.203.295;-51.970.917;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361666;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.022.383;-51.959.567;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361667;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-32.098.183;-52.034.967;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361668;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;27/02/2013;28/02/2013 a 28/02/2013;07/08/2016;Lepidochelys olivacea;Tartaruga-oliva;Lepidochelys olivacea;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Lepidochelys;Lepidochelys olivacea;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-31.961.217;-51.889.367;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361669;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;05/03/2013;06/03/2013 a 06/03/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-317.125;-5.145.413;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Danielle Da Silveira Monteiro;361670;N� Da Autoriza̤̣o/Licen̤a Sisbio: 15962, Projeto: Monitoramento De Encalhes E Intera̤̣o De Tartarugas Marinhas Com A Pesca E Estudo Do Uso Do Habitat No Litoral Sul Do Rio Grande Do Sul;05/03/2013;06/03/2013 a 06/03/2013;07/08/2016;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Zona Costeira - Praias;Brasil;RS;Sao Jose Do Norte;Esp̩cie ṇo Sens�_vel;-3.207.058;-5.200.865;Coordenada exata da ocorr̻ncia;Sem Informa̵̤es;Solto/mantido na natureza
